Review Title,Rating,Sentiment
Finally Something Unique!,9,Positive
This has got to be one of the best TV shows ever made.,10,Positive
"Somehow, it's even better.",9,Positive
Brilliant and original,10,Positive
Masterpiece so far,10,Positive
The lost leading the blind.,6,Neutral
Lost its soul in Season2. I lost my interest.,1,Negative
Stellar award winning drama,9,Positive
Season 1 summary of emotions,9,Positive
Creative Genius,10,Positive
Imagination of the absurd,10,Positive
Spectacular,10,Positive
Worth my Apple TV subscription,9,Positive
Brilliant!!,9,Positive
Phenomenal,10,Positive
Just Super!!,7,Positive
Perfect TV going down the drain,5,Neutral
"wow ,just wow",10,Positive
"""Severance"" (Season 2, 8.5 out of 10)",9,Positive
engaging and enthralling,9,Positive
The Pure Awesomeness Concentrate of a Sci-fi Mystery,10,Positive
Special,9,Positive
Mind bending.,9,Positive
What a SHOW!!! Can't wait for the new season!!!,9,Positive
"Brilliant, twisted, and utterly unmissable",10,Positive
S2: Style Over Substance,4,Neutral
I'm on E# 8 - I can't wait to watch E #9❗❗❗,9,Positive
A Real Masterpiece!,10,Positive
A show to get excited about!,10,Positive
Keeps you VERY curious,8,Positive
One Word: Perfection 🔥,9,Positive
"Started a bit slow for my taste, but so worth sticking with it!",8,Positive
Incredibly good show. The most interesting concept i have seen.,10,Positive
Refreshing,10,Positive
"Season 1 pretty good... Season 2, not so much.",7,Positive
LOST without characters or plot.,3,Negative
Not for people who need shiny things and explosions to keep their interest...,10,Positive
Television of the highest quality,10,Positive
So mysterious and exciting,10,Positive
Innie's Review,10,Positive
Amazing show.,10,Positive
What a show,10,Positive
Severance tops my list for best seasons of all time! Will it make it to best show?,10,Positive
Best single season of TV I've see,10,Positive
Slow but interesting,7,Positive
Season 2 equals slow death,3,Negative
Solid,9,Positive
makes me addicted and curious on what happened next.,10,Positive
TO EVERYONE WHO DOESN'T LIKE THIS SHOW,10,Positive
How to be a masterpiece?,10,Positive
Kafkaesque setting kicks off an intriguing plot,9,Positive
Outstanding and original. I need to watch it again to take in the details. Instant Cult classic,10,Positive
Unique and great,10,Positive
cerebral thriller that couldn't be more perfect,10,Positive
Would have been 9 if not for cliffhanger,6,Neutral
"First season was brilliant, second is a great disapointment",5,Neutral
Great show!!,10,Positive
My new fave tv show!!,10,Positive
Wonderfully Thought Provoking!,10,Positive
"Wow. Just, wow!",10,Positive
Finally a good show,9,Positive
The Most Original TV Series since Breaking Bad,10,Positive
The Creativity in this series is just amazing,10,Positive
Best series I've seen in years,10,Positive
Good idea just too long,7,Positive
Makes no sense,5,Neutral
I like it so far,8,Positive
A cut (or sever) above the rest,9,Positive
"Polarizing, But I can't Look Away!",8,Positive
TV at it's peak,10,Positive
It drags a little in the beginning but OMG hang on,9,Positive
Very good,9,Positive
Glad I didn't watch until now,9,Positive
Uncanny forboding,9,Positive
Way too slow,6,Neutral
Garbage,1,Negative
A near perfect show,9,Positive
Probably the best show on Apple tv,9,Positive
Astounding,10,Positive
RARE CREATIVE GENIUS,10,Positive
A remarkable sci-fi series from Apple+,9,Positive
I can't stop thinking about this show!,9,Positive
WOW!!! Thank you to all those who wrote reviews!,10,Positive
Best Show 2022,10,Positive
"A great 1st season, then flop..",6,Neutral
Overrated,1,Negative
WHAT AN ENDING,9,Positive
Top of the line television.,9,Positive
I was blown away and the anxiety was REAL!,10,Positive
Wow! Just wow!,10,Positive
"Brilliant, mysterious and absurd aesthetic series",9,Positive
Accept it! 💙,10,Positive
Best show in a decade,10,Positive
A worthy show!,10,Positive
Has lost it's way,6,Neutral
It's boring because,1,Negative
Can't stop thinking about it,10,Positive
A gem,8,Positive
Excelent,10,Positive
My first 10 in 25 years to a show,10,Positive
THE BEST THING I HAVE SEEN,10,Positive
Breathtaking TV!!!!!,9,Positive
"So Far, So Good",9,Positive
Definitely in the leagues of Westworld and Lost,10,Positive
So slow,6,Neutral
Completely disappointed,1,Negative
"Ben Stiller, WHO ARE YOU???",10,Positive
Thrilling,9,Positive
Changed my review!,9,Positive
3 years for a season!!,10,Positive
Best mystery series ever made,10,Positive
Fantastic,8,Positive
Offbeat and secretive story premise.........I'm invested and I need answers!,8,Positive
A pretentious dreamscape,6,Neutral
Really Great,10,Positive
It's ok I guess,10,Positive
99.1% pure,10,Positive
The Best,10,Positive
Damn near perfect!,10,Positive
Those days ain't gonna come back..,10,Positive
Best TV show ever made.,10,Positive
ABSOLUTE PERFECTION!!!!,10,Positive
Absolutely Brilliant!!,10,Positive
Among the best and most addictive shows there is,10,Positive
Lacking realness. Nothing is convincing.,6,Neutral
Pretty much overrated show,5,Neutral
"If you mix Scarface, Robin Hood and maybe Tyler Durden with enough meth - you'll get a mean cocktail called 'Heisenberg'",10,Positive
By far the greatest show I've ever watched,10,Positive
"Since GOT is over, this is Officially the Greatest show ever made",10,Positive
Once in a life time series,10,Positive
in a category all on its own.,10,Positive
Every bit as good as you've heard,10,Positive
Masterpiece,10,Positive
The 10/10 show.,10,Positive
Slightly overrated but definitely good,7,Positive
Soulless TV,3,Negative
Stunning Comedy-Drama,10,Positive
Breaking Bad is the best television show,10,Positive
Addicted: Meth or Math.,10,Positive
Cinematic Masterpiece,10,Positive
Breaking Bad is the GOAT🐐!!!!!!!!!!,10,Positive
Mind Blowing,10,Positive
"Truly Amazing, Wonderful, 99.1 Pure Perfect ⭐",10,Positive
mmmmm,7,Positive
Slow pace and obvious plot,5,Neutral
"If I could rate it 20/10, I would.",10,Positive
Incredible Show,10,Positive
I have high standards,10,Positive
Brilliant Character Work In Pitch Black Comedy-Drama,9,Positive
Loving it so far...,10,Positive
The best,10,Positive
Simply Brilliant,10,Positive
THE BEST TV SHOW EVER,10,Positive
Instant gratification at its best!,6,Neutral
It's okay and overrated,4,Neutral
As close as one can come to view perfection,10,Positive
Masterpiece,10,Positive
Please stay on the air....,10,Positive
arguably the greatest dramatic series... ever?,10,Positive
The GOATest GOAT of all GOATs,10,Positive
Im in tears,10,Positive
What should I say?,10,Positive
"Hello, Mr. Cranston - Meet Ms. Emmy...",9,Positive
Not that impressive,6,Neutral
Loved it in the start but got boring,5,Neutral
Hands Down the Greatest Television Drama of All-Time,10,Positive
Breaking bad the king of all TV,10,Positive
Masterpiece,10,Positive
Best Show ever,10,Positive
"One of the best, if not, THE best show of all time",10,Positive
Best show ever,10,Positive
Without a doubt the best TV show ever made,10,Positive
Insane,10,Positive
Too much hype,7,Positive
"All hype, no payoff",3,Negative
The Greatest TV Show of All Time,10,Positive
THIS is a cautionary tale!!!,10,Positive
EVERY SEASON RATED,9,Positive
Do.Not.Watch.This.,10,Positive
TO W.W My Perfect Silence,10,Positive
Drugs,10,Positive
"""The chemistry must be respected."" - Episode #3.5, Walter White to Gustavo Fring",10,Positive
An apology,10,Positive
Fantastic show that killed my spirit.,7,Positive
I gave it a chance,4,Neutral
The best action series of all time,10,Positive
Everything You Hear Is True,10,Positive
I'll Tell You Why This Is So Good,10,Positive
''Die with memories'' not ''with dreams'',9,Positive
Everything you already heard about this show - is probably an understatement.,10,Positive
Perfect!,10,Positive
Top TV Shows of All Time,10,Positive
Breaking Bad is a Once In a Lifetime Experience,10,Positive
Entertaining and illogical,6,Neutral
After all the hype I get this?!,2,Negative
99.44% Brilliance,10,Positive
The most cinematic television show of all time,10,Positive
Never been so moved by television,10,Positive
chemistry in a cynical world,10,Positive
"Was the best then, still the best now.",10,Positive
The best series of all,10,Positive
GOAT SHOW,10,Positive
Simply outstanding.,10,Positive
9.5!!??,6,Neutral
Really,4,Neutral
It's 2024 and it's still my favorite series,10,Positive
"""Breaking Bad: A Methamphetamine Symphony of Morality and Mayhem""",10,Positive
"2008-2013 - Crime Drama, Neo-Western, Thriller",10,Positive
"If I give anything a 10/10, it has to be this.",10,Positive
10/10,10,Positive
Best Series For A Long Time,9,Positive
Peak cinema,10,Positive
Peak Television,10,Positive
Pretty boring...,6,Neutral
Vastly overrated,4,Neutral
There never be something better than this EVER!,10,Positive
The king of kings,10,Positive
Best,10,Positive
"A classic mix of writing, acting and filmmaking",10,Positive
Once In a life time Masterpiece,10,Positive
the best,10,Positive
The greatest tv show of all time,10,Positive
Perfect show,10,Positive
Breaking Bad maybe probably the most overrated show ever,7,Positive
Boring...,4,Neutral
The best ever,10,Positive
emtaha,10,Positive
Breaking Bad: A Thrilling Descent into Moral Chaos and Cinematic Brilliance,10,Positive
"Don't read reviews, just start watching!",10,Positive
Legendary,10,Positive
One of the greatest shows of all time.,10,Positive
Once in a lifetime experience.,10,Positive
The best show ever,10,Positive
Too dark for my taste,7,Positive
The Most Over-Rated Show I Have Ever Seen,4,Neutral
THE Best show I've ever watched.,10,Positive
Brilliantly written,10,Positive
Say My NAME!!! - Heisenberg,10,Positive
The best tv show ever.,10,Positive
The best show I have ever watched,10,Positive
Extraordinary piece of TV,10,Positive
Definitely a work of art and masterpiece just read this comment.,10,Positive
The rise and fall of Walter White,10,Positive
Walt is the man!,7,Positive
"Why, oh why.",3,Negative
When a Netflix series catch you entirely,10,Positive
This is brilliant,10,Positive
One of the Best Shows Ever,8,Positive
Brewing Bad,10,Positive
"A Series that Will Never be Forgotten,",10,Positive
MASTERPIECE,10,Positive
One of the best TV shows,8,Positive
Why season 5 though ?!,6,Neutral
Couldn't wait for it to end.,5,Neutral
Overwhelming,10,Positive
Brilliant - one of the greatest drama series of all time,10,Positive
I just want to lose my memory so that i can re-enjoy that series,10,Positive
Elite,10,Positive
SERIOUSNESS NECESSARY,9,Positive
this series have very good story line,10,Positive
"Worst acting, dialogue, story and direction",1,Negative
Frustration pack - 0 star,1,Negative
Best Story Line _ Worst acting,2,Negative
Review: Power of Paanch - A Cheap Imitation of Captain Planet,4,Neutral
"A Letdown in Every Way: Weak Story, Acting, and Execution",3,Negative
"bad acting, weak storyline and dragged a lot",1,Negative
Dragon Ball Daima - A beautiful good bye from Akira Toriyama,9,Positive
Do-ra-go-n Bo-o-ru,9,Positive
Nothing happens,8,Positive
Returning fan,10,Positive
THE GOAT IS BACK,10,Positive
Amazing,10,Positive
The Theatrical Release,6,Neutral
PEAK IS COMING AND HIS NAME IS DRAGON BALL DAIMAOU,10,Positive
Review for the First 3 Episodes,7,Positive
Interesting Start to a New Adventure,10,Positive
Dragon Ball Daima: A Visually Stunning Adventure with Underutilized Potential,7,Positive
"A Nostalgic Return to Dragon Ball's Roots: ""Dragon Ball Daima""",5,Neutral
Daime,10,Positive
A breathtaking experience,10,Positive
best Series,10,Positive
High level graphics and best story,10,Positive
Just what the franchise needed,10,Positive
Dragon ball is definitely back,10,Positive
Dragon ball for toddlers,3,Negative
Way better than GT and Super. Toriyama's Magic is Back.,10,Positive
Anime masterpiece,10,Positive
Daima is great.,8,Positive
Best thing to happen since that garbage dragonball supet,10,Positive
DAIMA -GOOD,10,Positive
"Dragon Ball Daima has a terrible plot, but great animations.",1,Negative
The new series of dragonball have evolve and too good for new watcher,10,Positive
Perfect Goodbye from Akira Toriyama,10,Positive
#RIPAkiraToriyama,10,Positive
After the First 12 episodes.,10,Positive
Love letter from Toriyama,10,Positive
Dragon Ball daima: A disrespect to the fans.,1,Negative
